"","p.val","adj.p.val","test.statistic","fold.change","num.genes","num.genes.dn","num.genes.up","percentage.dn","percentage.up"
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.00142,0.00955769230769231,1.30293390645748,0.0600987369799648,28,9,19,0.321428571428571,0.678571428571429
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.00164,0.0105,1.11310005828366,0.0365886126178304,39,8,31,0.205128205128205,0.794871794871795
"KEGG_BUTANOATE_METABOLISM",0.00168,0.0105,1.39613646803509,0.0468934429676303,24,5,19,0.208333333333333,0.791666666666667
"KEGG_TRYPTOPHAN_METABOLISM",0.00198,0.011948275862069,1.35344854180232,0.0444246909732801,24,6,18,0.25,0.75
"KEGG_FATTY_ACID_METABOLISM",0.00222,0.01295,1.18700962844107,0.0447223794497605,32,8,24,0.25,0.75
"KEGG_SMALL_CELL_LUNG_CANCER",0.00288,0.016258064516129,-0.768909059640244,-0.04339469961692,71,47,24,0.661971830985915,0.338028169014085
"KEGG_MELANOMA",0.0048,0.02625,-0.873908748149452,-0.0549358300519236,48,34,14,0.708333333333333,0.291666666666667
"KEGG_LONG_TERM_POTENTIATION",0.00532,0.0282121212121212,-0.853991114584593,-0.0815803117723729,49,34,15,0.693877551020408,0.306122448979592
"KEGG_HOMOLOGOUS_RECOMBINATION",0.00664,0.0341764705882353,1.19878376228712,0.046918966487377,24,8,16,0.333333333333333,0.666666666666667
"KEGG_TGF_BETA_SIGNALING_PATHWAY",0.00848,0.0424,-0.701996382876492,-0.0522115741219695,65,45,20,0.692307692307692,0.307692307692308
"KEGG_ENDOCYTOSIS",0.0097,0.0471081081081081,-0.468041820791501,-0.033168646877508,142,88,54,0.619718309859155,0.380281690140845
"KEGG_INSULIN_SIGNALING_PATHWAY",0.00996,0.0471081081081081,-0.531501737223674,-0.0439366189406945,107,65,42,0.607476635514019,0.392523364485981
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.01056,0.0486315789473684,-1.30580086231619,-0.0964348549709832,18,15,3,0.833333333333333,0.166666666666667
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.0113,0.0507051282051282,1.59423103415462,0.0324849908826612,12,5,7,0.416666666666667,0.583333333333333
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.01282,0.0560875,1.0461159934849,0.0510161536907892,26,10,16,0.384615384615385,0.615384615384615
"KEGG_AXON_GUIDANCE",0.01536,0.0640833333333333,-0.515955962343248,-0.0363522875965557,104,67,37,0.644230769230769,0.355769230769231
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.01538,0.0640833333333333,-0.634199725049758,-0.038995293193802,66,41,25,0.621212121212121,0.378787878787879
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.01612,0.0642727272727273,-0.732259003668119,-0.0519589452558486,50,35,15,0.7,0.3
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.01616,0.0642727272727273,-0.610911129710375,-0.0444849476322663,72,48,24,0.666666666666667,0.333333333333333
"KEGG_BASE_EXCISION_REPAIR",0.01858,0.0722555555555555,0.912453899628246,0.0338278074234025,31,10,21,0.32258064516129,0.67741935483871
"KEGG_WNT_SIGNALING_PATHWAY",0.02136,0.0812608695652174,-0.465333374425961,-0.0380801466125409,112,70,42,0.625,0.375
"KEGG_BETA_ALANINE_METABOLISM",0.02722,0.0910660377358491,1.24188989299599,0.0431156134387519,15,4,11,0.266666666666667,0.733333333333333
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.02622,0.0910660377358491,-0.979971094890369,-0.0680309602850338,24,19,5,0.791666666666667,0.208333333333333
"KEGG_SPHINGOLIPID_METABOLISM",0.02758,0.0910660377358491,-0.874279276886586,-0.0812882523287874,29,23,6,0.793103448275862,0.206896551724138
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.02714,0.0910660377358491,-0.392207034991634,-0.0337436426018312,148,91,57,0.614864864864865,0.385135135135135
"KEGG_MELANOGENESIS",0.02674,0.0910660377358491,-0.566687038572969,-0.0425020650855101,71,46,25,0.647887323943662,0.352112676056338
"KEGG_ACUTE_MYELOID_LEUKEMIA",0.02556,0.0910660377358491,-0.671724146726348,-0.0405879246843096,52,33,19,0.634615384615385,0.365384615384615
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.02736,0.0910660377358491,-0.651993008820312,-0.0415357345748603,53,35,18,0.660377358490566,0.339622641509434
"KEGG_P53_SIGNALING_PATHWAY",0.03094,0.0958508771929825,-0.588090104532617,-0.0535155384767828,62,41,21,0.661290322580645,0.338709677419355
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.03012,0.0958508771929825,-0.817194742494125,-0.053657166244889,32,24,8,0.75,0.25
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.03122,0.0958508771929825,-0.536922545059349,-0.0287763310392056,74,44,30,0.594594594594595,0.405405405405405
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.03038,0.0958508771929825,-0.468534352884268,-0.0352283686685639,98,61,37,0.622448979591837,0.377551020408163
"KEGG_PRIMARY_IMMUNODEFICIENCY",0.03502,0.105663793103448,0.904471683234862,0.0399169071385164,25,7,18,0.28,0.72
"KEGG_APOPTOSIS",0.03678,0.109093220338983,-0.528469057042325,-0.0349168051993947,72,43,29,0.597222222222222,0.402777777777778
"KEGG_GLIOMA",0.03752,0.109433333333333,-0.617426197134753,-0.040887159079408,52,33,19,0.634615384615385,0.365384615384615
"KEGG_PPAR_SIGNALING_PATHWAY",0.04826,0.138450819672131,0.608590461091341,0.029632049246703,49,18,31,0.36734693877551,0.63265306122449
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.04938,0.139379032258065,-0.621612099714401,-0.0402599616682602,46,30,16,0.652173913043478,0.347826086956522
"KEGG_LONG_TERM_DEPRESSION",0.054,0.15,-0.644632494548256,-0.0522857527354152,41,29,12,0.707317073170732,0.292682926829268
"KEGG_NON_SMALL_CELL_LUNG_CANCER",0.05898,0.1612734375,-0.58427312913398,-0.0295587583669422,48,29,19,0.604166666666667,0.395833333333333
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.06148,0.163015151515152,0.852282596453521,0.019984274518381,22,11,11,0.5,0.5
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.06058,0.163015151515152,-0.608876494463333,-0.0316887691644712,43,27,16,0.627906976744186,0.372093023255814
"KEGG_BASAL_CELL_CARCINOMA",0.06342,0.165649253731343,-0.65504152852195,-0.0425849973219297,37,26,11,0.702702702702703,0.297297297297297
"KEGG_TYPE_II_DIABETES_MELLITUS",0.06612,0.170161764705882,-0.744651723116975,-0.0492061162837099,28,17,11,0.607142857142857,0.392857142857143
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.06776,0.171855072463768,-0.503538771936116,-0.0278757446020313,61,38,23,0.622950819672131,0.377049180327869
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.0772,0.193,-0.848203017504672,-0.0436220776235532,20,15,5,0.75,0.25
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",0.08192,0.201915492957746,1.1818030776796,0.0172845809121977,10,2,8,0.2,0.8
"KEGG_LYSINE_DEGRADATION",0.08906,0.216465277777778,0.562272079095034,0.0159189915030857,42,17,25,0.404761904761905,0.595238095238095
"KEGG_VEGF_SIGNALING_PATHWAY",0.09096,0.218054794520548,-0.491624363361155,-0.0360824587117391,54,30,24,0.555555555555556,0.444444444444444
"KEGG_PEROXISOME",0.09722,0.218121794871795,0.444783708078323,0.0143743632880703,64,26,38,0.40625,0.59375
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.09714,0.218121794871795,0.568059187984134,-0.00108930517215089,39,16,23,0.41025641025641,0.58974358974359
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.09616,0.218121794871795,-0.559021892363948,-0.0481117902507012,40,23,17,0.575,0.425
"KEGG_PATHWAYS_IN_CANCER",0.09604,0.218121794871795,-0.228699259373426,-0.0233049860720395,243,140,103,0.576131687242798,0.423868312757202
"KEGG_DILATED_CARDIOMYOPATHY",0.09512,0.218121794871795,-0.487134920455549,-0.0307135761100063,54,35,19,0.648148148148148,0.351851851851852
"KEGG_PYRUVATE_METABOLISM",0.10484,0.2302125,0.605826042885951,-0.00413018911029775,33,13,20,0.393939393939394,0.606060606060606
"KEGG_GRAFT_VERSUS_HOST_DISEASE",0.10524,0.2302125,-1.04312115617802,-0.0433749674413916,11,8,3,0.727272727272727,0.272727272727273
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.10768,0.232641975308642,0.640000696807748,0.0265309059465897,29,12,17,0.413793103448276,0.586206896551724
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.11226,0.239579268292683,-0.66567493605857,-0.0381877493877136,26,17,9,0.653846153846154,0.346153846153846
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.11534,0.243186746987952,-0.898680652766392,-0.0578985578435292,14,9,5,0.642857142857143,0.357142857142857
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.12164,0.253416666666667,0.584052709189752,0.00948698727589794,32,12,20,0.375,0.625
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.12362,0.254511764705882,-0.42362728575328,-0.02543386320013,60,36,24,0.6,0.4
"KEGG_PROTEIN_EXPORT",0.13104,0.261306818181818,0.702742310507951,-0.0202147408233199,21,10,11,0.476190476190476,0.523809523809524
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",0.1314,0.261306818181818,-0.394913300333021,-0.0426119682357432,67,40,27,0.597014925373134,0.402985074626866
"KEGG_VIRAL_MYOCARDITIS",0.12926,0.261306818181818,-0.519319891172348,-0.0175567771968583,39,20,19,0.512820512820513,0.487179487179487
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.13454,0.261605555555556,-0.452116362389347,-0.0319378149538758,50,34,16,0.68,0.32
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.1341,0.261605555555556,-0.449866962901941,-0.0279357726182986,51,31,20,0.607843137254902,0.392156862745098
"KEGG_ALLOGRAFT_REJECTION",0.14578,0.280346153846154,-0.892273725314488,-0.0346373023715008,12,8,4,0.666666666666667,0.333333333333333
"KEGG_ERBB_SIGNALING_PATHWAY",0.14838,0.282244565217391,-0.377884359769267,-0.0237937318428037,67,41,26,0.611940298507463,0.388059701492537
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.1685,0.317069892473118,0.696368922757134,0.030277818209026,18,8,10,0.444444444444444,0.555555555555556
"KEGG_TYROSINE_METABOLISM",0.17264,0.318021052631579,0.554097634476862,0.0322982863748394,28,11,17,0.392857142857143,0.607142857142857
"KEGG_NOTCH_SIGNALING_PATHWAY",0.17138,0.318021052631579,-0.473161881244162,-0.0362030259065394,38,24,14,0.631578947368421,0.368421052631579
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.18536,0.337895833333333,-0.419388974931481,-0.0502535129629397,45,26,19,0.577777777777778,0.422222222222222
"KEGG_PROSTATE_CANCER",0.18982,0.342458762886598,-0.315461699294701,-0.0276191150611773,80,48,32,0.6,0.4
"KEGG_GNRH_SIGNALING_PATHWAY",0.1953,0.34875,-0.330539604091772,-0.0261498233322175,70,42,28,0.6,0.4
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.20552,0.363292929292929,-0.355535984428534,-0.0272247069754678,59,34,25,0.576271186440678,0.423728813559322
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.21578,0.377615,-0.395326468487891,-0.02480658380839,45,26,19,0.577777777777778,0.422222222222222
"KEGG_HISTIDINE_METABOLISM",0.21814,0.377965346534653,0.602940492540388,0.0266700148573415,19,7,12,0.368421052631579,0.631578947368421
"KEGG_MTOR_SIGNALING_PATHWAY",0.2229,0.382426470588235,-0.399281539652251,-0.0418955864619567,43,26,17,0.604651162790698,0.395348837209302
"KEGG_SELENOAMINO_ACID_METABOLISM",0.22738,0.382610576923077,0.537507916907015,0.00845223758659959,23,8,15,0.347826086956522,0.652173913043478
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.2264,0.382610576923077,-0.279636406513965,-0.0298688576302519,86,49,37,0.569767441860465,0.430232558139535
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.2402,0.400333333333333,0.387032764822117,0.00246226419131844,42,18,24,0.428571428571429,0.571428571428571
"KEGG_ENDOMETRIAL_CANCER",0.2436,0.402169811320755,-0.369555514173789,-0.0297803019693611,45,28,17,0.622222222222222,0.377777777777778
"KEGG_NON_HOMOLOGOUS_END_JOINING",0.25456,0.416336448598131,0.699092560198839,0.00380758212171476,12,5,7,0.416666666666667,0.583333333333333
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.26578,0.430662037037037,-0.678155969247555,-0.0557334441607659,12,6,6,0.5,0.5
"KEGG_PHENYLALANINE_METABOLISM",0.27416,0.440165137614679,0.649019461378943,0.0343808630145239,13,6,7,0.461538461538462,0.538461538461538
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.29124,0.463336363636364,-0.276384656534031,-0.0367814471241154,67,44,23,0.656716417910448,0.343283582089552
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.3045,0.480067567567568,-0.545321672366842,-0.027844479187347,16,7,9,0.4375,0.5625
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",0.30814,0.48146875,0.527694233652552,0.0363843567950247,17,7,10,0.411764705882353,0.588235294117647
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.33386,0.515421052631579,0.450132708760725,0.00375862703757574,21,9,12,0.428571428571429,0.571428571428571
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.33576,0.515421052631579,0.337763108900451,0.00610324330979624,37,14,23,0.378378378378378,0.621621621621622
"KEGG_TYPE_I_DIABETES_MELLITUS",0.34452,0.524269565217391,-0.517125722013304,-0.0178355653629279,15,9,6,0.6,0.4
"KEGG_AUTOIMMUNE_THYROID_DISEASE",0.37922,0.572099137931035,-0.498084036713194,-0.00809621424307012,14,8,6,0.571428571428571,0.428571428571429
"KEGG_OLFACTORY_TRANSDUCTION",0.38286,0.572653846153846,-0.532192763356885,-0.0476143349171554,12,8,4,0.666666666666667,0.333333333333333
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.39324,0.583194915254237,0.57772042684659,0.00321704234456807,10,5,5,0.5,0.5
"KEGG_NITROGEN_METABOLISM",0.40484,0.585512396694215,0.528446658852122,0.00427503849670791,11,5,6,0.454545454545455,0.545454545454545
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.40182,0.585512396694215,-0.186636569466124,-0.0156324359268033,93,50,43,0.537634408602151,0.462365591397849
"KEGG_LEISHMANIA_INFECTION",0.40078,0.585512396694215,-0.29244941061066,-0.0185255657571128,38,17,21,0.447368421052632,0.552631578947368
"KEGG_BLADDER_CANCER",0.43158,0.619069672131147,-0.271531205863931,-0.0194953554224859,38,20,18,0.526315789473684,0.473684210526316
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.45886,0.650689516129032,0.255195649755248,0.000716514528744635,39,16,23,0.41025641025641,0.58974358974359
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.46106,0.650689516129032,-0.149329159488899,-0.0333009617745677,113,66,47,0.584070796460177,0.415929203539823
"KEGG_ETHER_LIPID_METABOLISM",0.4689,0.65646,-0.384098238326512,-0.0330534762009569,16,10,6,0.625,0.375
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.49382,0.68046062992126,0.339976780185848,0.0114700211842989,18,8,10,0.444444444444444,0.555555555555556
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.49088,0.68046062992126,-0.137030716727976,-0.00995500233799631,116,65,51,0.560344827586207,0.439655172413793
"KEGG_CELL_CYCLE",0.50156,0.6857265625,0.134729565463462,-0.0119060356569135,114,58,56,0.508771929824561,0.491228070175439
"KEGG_GLYCEROLIPID_METABOLISM",0.51136,0.688880769230769,0.242264952645313,0.00656702804405338,34,15,19,0.441176470588235,0.558823529411765
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.51174,0.688880769230769,-0.152848104880087,-0.0176069384858517,84,45,39,0.535714285714286,0.464285714285714
"KEGG_OTHER_GLYCAN_DEGRADATION",0.52446,0.698184210526316,0.389381908957076,0.00578199170345254,12,8,4,0.666666666666667,0.333333333333333
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.5269,0.698184210526316,0.285661338860764,0.0144235862614022,22,8,14,0.363636363636364,0.636363636363636
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.53062,0.698184210526316,-0.357927309057,-0.0418929202283778,14,10,4,0.714285714285714,0.285714285714286
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.5408,0.701037037037037,-0.298136254556967,-0.0259527834095603,19,12,7,0.631578947368421,0.368421052631579
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.53934,0.701037037037037,-0.177996402349971,-0.0154972640954068,54,29,25,0.537037037037037,0.462962962962963
"KEGG_PANCREATIC_CANCER",0.55256,0.711014705882353,-0.161178006323626,-0.0168131314698801,63,30,33,0.476190476190476,0.523809523809524
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.55796,0.712722627737226,-0.152070191438334,-0.0294217120227085,68,41,27,0.602941176470588,0.397058823529412
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.56842,0.715636690647482,-0.346058636995413,-0.0155690562937579,12,6,6,0.5,0.5
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.56464,0.715636690647482,-0.351202129386357,-0.029802579553835,12,7,5,0.583333333333333,0.416666666666667
"KEGG_BASAL_TRANSCRIPTION_FACTORS",0.58294,0.728675,-0.224142091551527,-0.0377190803633459,27,15,12,0.555555555555556,0.444444444444444
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",0.60062,0.741730769230769,0.333533537203803,-0.00487014251874288,11,5,6,0.454545454545455,0.545454545454545
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.6061,0.741730769230769,-0.126947101968704,-0.0111975821622147,76,38,38,0.5,0.5
"KEGG_PRION_DISEASES",0.60244,0.741730769230769,0.254423398048159,-0.00627345464623944,19,10,9,0.526315789473684,0.473684210526316
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.62426,0.757303448275862,-0.200815688062996,-0.0165449349156271,27,17,10,0.62962962962963,0.37037037037037
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.62748,0.757303448275862,0.236346386032117,0.00700665775329287,19,6,13,0.315789473684211,0.684210526315789
"KEGG_REGULATION_OF_AUTOPHAGY",0.63324,0.759020547945205,0.240726045001322,0.00343628705140468,18,9,9,0.5,0.5
"KEGG_STEROID_BIOSYNTHESIS",0.64456,0.767333333333333,-0.255268773329698,-0.048868206387058,15,9,6,0.6,0.4
"KEGG_RIBOFLAVIN_METABOLISM",0.64914,0.767564189189189,0.269536884598251,0.00784981803932499,13,5,8,0.384615384615385,0.615384615384615
"KEGG_THYROID_CANCER",0.65646,0.771010067114094,-0.184358070051415,-0.0219703123593374,26,14,12,0.538461538461538,0.461538461538462
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.66792,0.774079470198675,-0.242684700559422,-0.0353812769985331,14,10,4,0.714285714285714,0.285714285714286
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.6641,0.774079470198675,-0.109628518860803,-0.0147640788721157,72,36,36,0.5,0.5
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",0.69146,0.790885620915033,0.149667986343807,0.000579483396752715,32,14,18,0.4375,0.5625
"KEGG_RENAL_CELL_CARCINOMA",0.68718,0.790885620915033,0.112070205494668,-0.00539851128042302,59,32,27,0.542372881355932,0.457627118644068
"KEGG_COLORECTAL_CANCER",0.70658,0.802931818181818,-0.109088541569624,-0.0168839362010306,54,27,27,0.5,0.5
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.72126,0.812762820512821,-0.16177667669346,-0.0498192721539462,22,11,11,0.5,0.5
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.72452,0.812762820512821,-0.117902866828059,-0.0132239681901047,41,21,20,0.51219512195122,0.48780487804878
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.74152,0.826535031847134,0.144001849920285,-0.00738596088583724,23,11,12,0.478260869565217,0.521739130434783
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.7664,0.843522012578616,-0.0725000115095119,-0.00605581551510591,79,39,40,0.493670886075949,0.506329113924051
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.76474,0.843522012578616,0.123161389715113,-0.00941145214580671,27,15,12,0.555555555555556,0.444444444444444
"KEGG_TASTE_TRANSDUCTION",0.7822,0.85553125,0.177955745171931,-0.0209026126842997,11,7,4,0.636363636363636,0.363636363636364
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.85518,0.918138036809816,-0.0974797091961868,-0.0133847306919446,16,9,7,0.5625,0.4375
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.84698,0.918138036809816,-0.100718209254463,-0.0310657421913783,16,9,7,0.5625,0.4375
"KEGG_LYSOSOME",0.85138,0.918138036809816,0.0407497890898689,-0.00879376726000489,99,48,51,0.484848484848485,0.515151515151515
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.8844,0.943503012048193,-0.0979846412455745,-0.0226399646451626,10,6,4,0.6,0.4
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.8901,0.943503012048193,-0.0620151214487063,-0.0187173819998247,23,12,11,0.521739130434783,0.478260869565217
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.89498,0.943503012048193,0.0370648752634552,-0.000534013390920492,56,25,31,0.446428571428571,0.553571428571429
"KEGG_GALACTOSE_METABOLISM",0.92564,0.946408045977011,-0.048285627867275,-0.00385414567107107,18,10,8,0.555555555555556,0.444444444444444
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.93166,0.946408045977011,-0.0583849543686773,-0.0314698725951109,10,6,4,0.6,0.4
"KEGG_RETINOL_METABOLISM",0.9364,0.946408045977011,-0.0389514461439749,-0.00493287646716896,18,11,7,0.611111111111111,0.388888888888889
"KEGG_ABC_TRANSPORTERS",0.92616,0.946408045977011,-0.0376181099418878,-0.00620734497883291,28,14,14,0.5,0.5
"KEGG_OOCYTE_MEIOSIS",0.91116,0.946408045977011,0.0259977868240592,-0.0266990712936627,86,44,42,0.511627906976744,0.488372093023256
"KEGG_ADHERENS_JUNCTION",0.91088,0.946408045977011,-0.030300859300152,-0.0105013928786314,66,31,35,0.46969696969697,0.53030303030303
"KEGG_TIGHT_JUNCTION",0.92656,0.946408045977011,0.0207720888038331,-0.00519926929322198,87,41,46,0.471264367816092,0.528735632183908
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.941,0.946408045977011,0.0234720159442856,-0.00685469928622222,44,21,23,0.477272727272727,0.522727272727273
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.99404,0.99404,-0.00263437803822212,-0.010640905546203,44,21,23,0.477272727272727,0.522727272727273
