"","p.val","adj.p.val","test.statistic","fold.change","num.genes","num.genes.dn","num.genes.up","percentage.dn","percentage.up"
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.044,0.17906976744186,-0.465126297572874,-0.0189873066371778,51,30,21,0.588235294117647,0.411764705882353
"KEGG_PURINE_METABOLISM",0.05918,0.215760416666667,0.299279149285073,0.0250226185858228,119,48,71,0.403361344537815,0.596638655462185
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.05874,0.215760416666667,0.633988856539426,0.0355635565007936,24,7,17,0.291666666666667,0.708333333333333
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.05686,0.215760416666667,0.977641160332035,0.0533805382454485,10,2,8,0.2,0.8
"KEGG_PPAR_SIGNALING_PATHWAY",0.05546,0.215760416666667,0.455190352713748,0.0360858177823693,49,17,32,0.346938775510204,0.653061224489796
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.05622,0.215760416666667,0.478534475555839,0.030524115780417,44,14,30,0.318181818181818,0.681818181818182
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.06158,0.219928571428571,0.718335542566909,0.0545477921603344,18,8,10,0.444444444444444,0.555555555555556
"KEGG_PARKINSONS_DISEASE",0.06338,0.22183,0.307312763933015,0.0218152201577795,107,42,65,0.392523364485981,0.607476635514019
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.0658,0.22578431372549,0.376027301220271,0.019911453365355,68,31,37,0.455882352941176,0.544117647058823
"KEGG_ENDOMETRIAL_CANCER",0.06936,0.233423076923077,0.447983266867849,0.0253390123795026,45,16,29,0.355555555555556,0.644444444444444
"KEGG_SELENOAMINO_ACID_METABOLISM",0.07706,0.254443396226415,0.605599790323973,0.0500892188704948,23,8,15,0.347826086956522,0.652173913043478
"KEGG_FATTY_ACID_METABOLISM",0.0834,0.264913793103448,0.505216380342587,0.0304996389282366,32,11,21,0.34375,0.65625
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.08762,0.264913793103448,0.549101281055458,0.0368506936137765,26,9,17,0.346153846153846,0.653846153846154
"KEGG_RNA_DEGRADATION",0.08768,0.264913793103448,-0.390366231311704,-0.0135842157751909,53,30,23,0.566037735849057,0.433962264150943
"KEGG_NOTCH_SIGNALING_PATHWAY",0.0878,0.264913793103448,0.45525593102594,0.0288113007242201,38,14,24,0.368421052631579,0.631578947368421
"KEGG_LONG_TERM_POTENTIATION",0.0827,0.264913793103448,-0.414193397541955,-0.0217270980412781,49,31,18,0.63265306122449,0.36734693877551
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.09268,0.272066666666667,0.60123117559761,0.041359031718122,21,7,14,0.333333333333333,0.666666666666667
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.09328,0.272066666666667,0.372622973117943,0.0240301988894721,56,27,29,0.482142857142857,0.517857142857143
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.12212,0.350344262295082,0.788331888214296,0.0433311619988642,10,3,7,0.3,0.7
"KEGG_BASAL_TRANSCRIPTION_FACTORS",0.13814,0.385333333333333,-0.467161859036918,-0.0172242442746519,27,18,9,0.666666666666667,0.333333333333333
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.13872,0.385333333333333,0.636214018804677,0.0472366146768359,14,4,10,0.285714285714286,0.714285714285714
"KEGG_APOPTOSIS",0.1452,0.39703125,0.289328111225804,0.0203956235998476,72,31,41,0.430555555555556,0.569444444444444
"KEGG_NON_SMALL_CELL_LUNG_CANCER",0.1515,0.407884615384615,0.341769636293291,0.0275914435041775,48,18,30,0.375,0.625
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.1699,0.443768656716418,0.362858017630477,0.0249142900084353,39,16,23,0.41025641025641,0.58974358974359
"KEGG_BETA_ALANINE_METABOLISM",0.16934,0.443768656716418,0.57801953832061,0.0359939571333636,15,5,10,0.333333333333333,0.666666666666667
"KEGG_BASAL_CELL_CARCINOMA",0.18152,0.467147058823529,0.360491884538136,0.0248401435709046,37,14,23,0.378378378378378,0.621621621621622
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.19316,0.489898550724638,0.53146954413463,0.0350982200160999,16,6,10,0.375,0.625
"KEGG_HISTIDINE_METABOLISM",0.20494,0.498458333333333,0.473830783857186,0.029383120365261,19,7,12,0.368421052631579,0.631578947368421
"KEGG_NITROGEN_METABOLISM",0.2027,0.498458333333333,0.619648254780499,0.0587550851564306,11,3,8,0.272727272727273,0.727272727272727
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.20508,0.498458333333333,-0.397407019089672,-0.0166010720054682,27,17,10,0.62962962962963,0.37037037037037
"KEGG_ENDOCYTOSIS",0.20916,0.50141095890411,0.186057655443587,0.0124657377591353,142,64,78,0.450704225352113,0.549295774647887
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.21434,0.506885135135135,0.270767320317355,0.0221804551137702,60,25,35,0.416666666666667,0.583333333333333
"KEGG_DNA_REPLICATION",0.22494,0.517953947368421,0.351771938246354,0.0146433360054135,32,12,20,0.375,0.625
"KEGG_ADHERENS_JUNCTION",0.22322,0.517953947368421,-0.25140845217742,-0.00937129842883018,66,39,27,0.590909090909091,0.409090909090909
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.23102,0.525045454545455,0.38187254110658,0.0270838358157926,26,11,15,0.423076923076923,0.576923076923077
"KEGG_P53_SIGNALING_PATHWAY",0.2389,0.53256875,0.24887566206485,0.0208342288878308,62,30,32,0.483870967741935,0.516129032258065
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.24346,0.53256875,-0.472119317274145,-0.0132549656393476,16,8,8,0.5,0.5
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.24296,0.53256875,0.225784763118727,0.0188077767934093,76,31,45,0.407894736842105,0.592105263157895
"KEGG_PRIMARY_IMMUNODEFICIENCY",0.24842,0.53670987654321,0.380086567117191,0.0326792921029272,25,10,15,0.4,0.6
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.27844,0.583958333333333,0.368174908939036,0.0160161144583978,23,9,14,0.391304347826087,0.608695652173913
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.27808,0.583958333333333,0.237014120581473,0.017972521886723,59,23,36,0.389830508474576,0.610169491525424
"KEGG_DILATED_CARDIOMYOPATHY",0.2803,0.583958333333333,-0.245041863116461,-0.00691833442835499,54,29,25,0.537037037037037,0.462962962962963
"KEGG_OLFACTORY_TRANSDUCTION",0.2837,0.584088235294118,-0.499987557707415,-0.0253100039623584,12,8,4,0.666666666666667,0.333333333333333
"KEGG_TYPE_II_DIABETES_MELLITUS",0.29152,0.593209302325581,0.327334632012592,0.026208910396604,28,10,18,0.357142857142857,0.642857142857143
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",0.30712,0.603887640449438,0.500266843130349,0.0285125424490606,11,4,7,0.363636363636364,0.636363636363636
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.3052,0.603887640449438,-0.186959086624012,-0.00584876007669854,86,47,39,0.546511627906977,0.453488372093023
"KEGG_ECM_RECEPTOR_INTERACTION",0.3041,0.603887640449438,0.226945039556409,0.0120770370834848,58,26,32,0.448275862068966,0.551724137931034
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.3134,0.609388888888889,-0.200441861075055,-0.00435858179438154,72,38,34,0.527777777777778,0.472222222222222
"KEGG_MAPK_SIGNALING_PATHWAY",0.32014,0.615653846153846,0.133665592385207,0.0121402615109542,184,79,105,0.429347826086957,0.570652173913043
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.32566,0.619461956521739,0.18884317876819,0.017039228830286,79,33,46,0.417721518987342,0.582278481012658
"KEGG_TRYPTOPHAN_METABOLISM",0.33642,0.633048387096774,0.321861343183791,0.0194656544218047,24,10,14,0.416666666666667,0.583333333333333
"KEGG_RETINOL_METABOLISM",0.34614,0.637626315789474,0.361163493856495,0.0232310714913937,18,6,12,0.333333333333333,0.666666666666667
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.34272,0.637626315789474,0.195664015993381,0.0127289119121989,66,27,39,0.409090909090909,0.590909090909091
"KEGG_STEROID_BIOSYNTHESIS",0.37866,0.687046391752577,0.36802903476321,0.0153215184530846,15,7,8,0.466666666666667,0.533333333333333
"KEGG_PHENYLALANINE_METABOLISM",0.38082,0.687046391752577,0.391174826523227,0.022795622951745,13,6,7,0.461538461538462,0.538461538461538
"KEGG_BUTANOATE_METABOLISM",0.39086,0.697964285714286,0.28329954610167,0.0196444331862961,24,10,14,0.416666666666667,0.583333333333333
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.40512,0.70896,0.206326764278447,0.0214245801528592,45,20,25,0.444444444444444,0.555555555555556
"KEGG_MELANOMA",0.40202,0.70896,0.201281338929601,0.0155911836919826,48,24,24,0.5,0.5
"KEGG_FOCAL_ADHESION",0.41984,0.720313725490196,0.117067847998378,0.00865379370218869,149,72,77,0.483221476510067,0.516778523489933
"KEGG_GAP_JUNCTION",0.41686,0.720313725490196,-0.1771090113592,-0.0100515701485957,60,32,28,0.533333333333333,0.466666666666667
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.4261,0.723956310679612,0.170604422186972,0.0167110157855894,61,26,35,0.426229508196721,0.573770491803279
"KEGG_AXON_GUIDANCE",0.43266,0.728033653846154,0.132467384800306,0.012641462854341,104,50,54,0.480769230769231,0.519230769230769
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.43936,0.732266666666667,0.362603295624788,0.0317335599368688,12,4,8,0.333333333333333,0.666666666666667
"KEGG_PROPANOATE_METABOLISM",0.46694,0.770891509433962,0.221747620588099,0.0149787232039083,29,15,14,0.517241379310345,0.482758620689655
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.48174,0.773435779816514,-0.125067372129891,-0.0035148010935651,93,52,41,0.559139784946237,0.440860215053763
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.47742,0.773435779816514,0.185476271727528,0.01489624111688,40,19,21,0.475,0.525
"KEGG_ALLOGRAFT_REJECTION",0.47414,0.773435779816514,0.331538550617539,0.0470922536464942,12,3,9,0.25,0.75
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.49502,0.787058558558559,0.317398720861018,0.0293545649513683,12,6,6,0.5,0.5
"KEGG_RNA_POLYMERASE",0.49922,0.787058558558559,0.213083647762599,0.0236971517997446,27,13,14,0.481481481481481,0.518518518518518
"KEGG_SMALL_CELL_LUNG_CANCER",0.52252,0.8164375,0.127517033637327,0.0152159627228032,71,34,37,0.47887323943662,0.52112676056338
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.53792,0.827917391304348,0.100437911623707,0.0079750806460971,116,57,59,0.491379310344828,0.508620689655172
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.5422,0.827917391304348,-0.0987797607979695,0.000646888945952542,113,61,52,0.539823008849557,0.460176991150442
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.54406,0.827917391304348,-0.15117882978799,0.00987545912364664,44,24,20,0.545454545454545,0.454545454545455
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.5734,0.865043103448276,0.0981594477900407,0.00741153291358804,98,48,50,0.489795918367347,0.510204081632653
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.59514,0.865639534883721,0.197368117535072,0.022270864245788,19,6,13,0.315789473684211,0.684210526315789
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.61552,0.865639534883721,0.122633879125183,0.0122158604337195,46,20,26,0.434782608695652,0.565217391304348
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.60292,0.865639534883721,0.180171792746183,0.0194288356033977,22,12,10,0.545454545454545,0.454545454545455
"KEGG_PROTEIN_EXPORT",0.5955,0.865639534883721,-0.18966154514867,0.00118268343699801,21,11,10,0.523809523809524,0.476190476190476
"KEGG_NON_HOMOLOGOUS_END_JOINING",0.63802,0.865639534883721,-0.218650002215543,-0.00834486328924476,12,8,4,0.666666666666667,0.333333333333333
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",0.6381,0.865639534883721,-0.0958366818802211,0.000295097904016336,67,39,28,0.582089552238806,0.417910447761194
"KEGG_CELL_CYCLE",0.61824,0.865639534883721,0.0811979221875494,0.00564210448679015,114,59,55,0.517543859649123,0.482456140350877
"KEGG_REGULATION_OF_AUTOPHAGY",0.626,0.865639534883721,-0.187857018891183,-0.0117488249664683,18,11,7,0.611111111111111,0.388888888888889
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.63444,0.865639534883721,0.0971703476313119,0.00590793011570082,67,31,36,0.462686567164179,0.537313432835821
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.61592,0.865639534883721,-0.233954820866119,-0.0153327869474066,12,9,3,0.75,0.25
"KEGG_PROSTATE_CANCER",0.63648,0.865639534883721,0.0891215437798079,0.0110191688122501,80,41,39,0.5125,0.4875
"KEGG_AUTOIMMUNE_THYROID_DISEASE",0.62408,0.865639534883721,0.210705165097167,0.0342566919655875,14,4,10,0.285714285714286,0.714285714285714
"KEGG_GRAFT_VERSUS_HOST_DISEASE",0.60358,0.865639534883721,0.252136192226121,0.0388431548983388,11,3,8,0.272727272727273,0.727272727272727
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.68788,0.868595238095238,0.140156169545263,0.0173113626486447,22,10,12,0.454545454545455,0.545454545454545
"KEGG_LYSINE_DEGRADATION",0.71754,0.868595238095238,0.0921320467410014,0.0064106263399537,42,19,23,0.452380952380952,0.547619047619048
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.67886,0.868595238095238,0.15589387130507,0.0237126859297356,19,8,11,0.421052631578947,0.578947368421053
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",0.72866,0.868595238095238,0.176372258036506,0.0118182946611082,10,5,5,0.5,0.5
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.70888,0.868595238095238,0.100394549856802,0.0139121525966638,38,16,22,0.421052631578947,0.578947368421053
"KEGG_OOCYTE_MEIOSIS",0.72962,0.868595238095238,0.062456881544911,0.00401506311886719,86,48,38,0.558139534883721,0.441860465116279
"KEGG_MTOR_SIGNALING_PATHWAY",0.68932,0.868595238095238,0.101087082144735,0.0146247513916492,43,22,21,0.511627906976744,0.488372093023256
"KEGG_TIGHT_JUNCTION",0.72392,0.868595238095238,-0.0653366279967205,0.00483071671919498,87,45,42,0.517241379310345,0.482758620689655
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.6934,0.868595238095238,0.0731782184745952,0.0114971056935773,84,37,47,0.44047619047619,0.55952380952381
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",0.71346,0.868595238095238,0.142777120075239,0.0296398434631555,17,9,8,0.529411764705882,0.470588235294118
"KEGG_TASTE_TRANSDUCTION",0.65944,0.868595238095238,0.213043792021896,0.028979832968606,11,5,6,0.454545454545455,0.545454545454545
"KEGG_INSULIN_SIGNALING_PATHWAY",0.69144,0.868595238095238,0.0664517053498316,0.00948805350943811,107,48,59,0.448598130841121,0.551401869158878
"KEGG_TYPE_I_DIABETES_MELLITUS",0.66914,0.868595238095238,0.182561163548504,0.0262311749946353,15,6,9,0.4,0.6
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.68516,0.868595238095238,-0.101949175767254,-0.0049372164030427,43,21,22,0.488372093023256,0.511627906976744
"KEGG_LEISHMANIA_INFECTION",0.71756,0.868595238095238,0.0974311897145907,0.0163332272180197,38,14,24,0.368421052631579,0.631578947368421
"KEGG_PATHWAYS_IN_CANCER",0.68494,0.868595238095238,0.0489605857871308,0.00942650442586713,243,120,123,0.493827160493827,0.506172839506173
"KEGG_RENAL_CELL_CARCINOMA",0.68046,0.868595238095238,-0.0900752654115546,0.00660789220620547,59,32,27,0.542372881355932,0.457627118644068
"KEGG_PANCREATIC_CANCER",0.72124,0.868595238095238,0.0757201597892973,0.0120312517951909,63,30,33,0.476190476190476,0.523809523809524
"KEGG_ERBB_SIGNALING_PATHWAY",0.73696,0.871405405405405,0.0687360465982842,0.00731275762432484,67,30,37,0.447761194029851,0.552238805970149
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.744,0.873825503355705,0.132792927441129,0.0210612248061843,16,8,8,0.5,0.5
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.75938,0.877264705882353,-0.0757735018389439,-0.00835310522332102,44,22,22,0.5,0.5
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.75382,0.877264705882353,0.0963458866224206,0.0112006672890802,29,14,15,0.482758620689655,0.517241379310345
"KEGG_LONG_TERM_DEPRESSION",0.76494,0.877264705882353,0.0776883497808841,0.00387649413534029,41,20,21,0.48780487804878,0.51219512195122
"KEGG_GNRH_SIGNALING_PATHWAY",0.76698,0.877264705882353,0.0596514412307891,0.0103901318675248,70,34,36,0.485714285714286,0.514285714285714
"KEGG_BASE_EXCISION_REPAIR",0.79578,0.904295454545455,-0.0753707980936684,0.0126097332389251,31,16,15,0.516129032258065,0.483870967741935
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.81638,0.908657232704402,-0.0605278574348275,0.00404213225685981,40,20,20,0.5,0.5
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.81098,0.908657232704402,-0.0628543435843611,0.0114877357713093,39,18,21,0.461538461538462,0.538461538461538
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.8238,0.908657232704402,0.0324131110489066,0.00545338005581478,148,76,72,0.513513513513513,0.486486486486487
"KEGG_GLIOMA",0.8106,0.908657232704402,-0.0558628009853747,0.00287235033257737,52,28,24,0.538461538461538,0.461538461538462
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.82558,0.908657232704402,-0.0504904631657241,-0.00369996371763729,53,29,24,0.547169811320755,0.452830188679245
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.83234,0.910371875,-0.0502021612000659,0.012931636358518,49,25,24,0.510204081632653,0.489795918367347
"KEGG_HOMOLOGOUS_RECOMBINATION",0.84848,0.916567901234568,-0.0641984361674247,-0.00247931185945998,24,12,12,0.5,0.5
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.84614,0.916567901234568,0.0552026016216312,0.00803960642522223,32,16,16,0.5,0.5
"KEGG_TGF_BETA_SIGNALING_PATHWAY",0.86188,0.920115853658537,0.0364774597692754,0.00717074373821049,65,34,31,0.523076923076923,0.476923076923077
"KEGG_MELANOGENESIS",0.86228,0.920115853658537,0.0348591310577463,0.00672794396721478,71,37,34,0.52112676056338,0.47887323943662
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",0.88428,0.9275,-0.0412767434163876,0.00776288471688558,32,15,17,0.46875,0.53125
"KEGG_WNT_SIGNALING_PATHWAY",0.8957,0.9275,-0.0211081531593029,0.00488002699778198,112,60,52,0.535714285714286,0.464285714285714
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.88724,0.9275,0.0281661003298179,0.0128637797113919,74,31,43,0.418918918918919,0.581081081081081
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.88338,0.9275,0.0347519065673558,0.0013679585987121,50,22,28,0.44,0.56
"KEGG_VIRAL_MYOCARDITIS",0.8935,0.9275,0.0359081065188255,0.0174054187423044,39,17,22,0.435897435897436,0.564102564102564
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.92296,0.950105882352941,0.0425426020175632,0.0107473826423212,14,7,7,0.5,0.5
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.9289,0.95062865497076,-0.0450720066832938,-0.000635223303036003,10,5,5,0.5,0.5
"KEGG_COLORECTAL_CANCER",0.94692,0.963436046511628,-0.0150963384948365,0.00719758227562083,54,27,27,0.5,0.5
"KEGG_THYROID_CANCER",0.9561,0.967153179190751,0.0175902958315358,0.00259064637805267,26,12,14,0.461538461538462,0.538461538461538
"KEGG_PRION_DISEASES",0.96456,0.970103448275862,-0.0163110208078757,-0.00390003533026004,19,11,8,0.578947368421053,0.421052631578947
"KEGG_MISMATCH_REPAIR",0.97906,0.97906,0.00952455824364869,0.00881624445133227,20,10,10,0.5,0.5
